Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Price_per_unit_wt,Visibility_Ratio,Is_Low_Fat,MRP_bin
FDV34,10.695,Regular,0.011443222,Snack Foods,73.5038,OUT049,1999,Medium,Tier 1,Supermarket Type1,1478.076,26,6.872725572697522,0.16174336490178673,0,"(52.796, 84.689]"
NCY18,7.285,Low Fat,0.031214809,Household,177.1054,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2626.581,23,24.310967741935485,0.4412033815674096,1,"(159.433, 177.783]"
NCM54,17.7,Low Fat,0.051146565,Household,127.3678,OUT018,2009,Medium,Tier 3,Supermarket Type2,3306.3628,16,7.195920903954803,0.722927294975834,1,"(118.765, 143.013]"
FDB59,18.25,Low Fat,0.015302653,Snack Foods,198.0084,OUT049,1999,Medium,Tier 1,Supermarket Type1,793.6336,26,10.849775342465753,0.21629420351579487,1,"(194.486, 231.2]"
FDS45,5.175,Regular,0.04937018,Snack Foods,106.7622,OUT010,1998,Unknown,Tier 3,Grocery Store,211.7244,27,20.630376811594203,0.6978191141452025,0,"(102.133, 118.765]"
FDV24,5.635,Low Fat,0.12667717266666667,Baking Goods,148.705,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44,26,26.389529724933453,1.7905090160228745,1,"(143.013, 159.433]"
FDD46,6.035,Low Fat,0.236433601,Snack Foods,155.5998,OUT010,1998,Unknown,Tier 3,Grocery Store,153.7998,27,25.78289975144987,3.3418530376834816,1,"(143.013, 159.433]"
FDQ39,14.8,Low Fat,0.081372267,Meat,191.4846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.3536,16,12.938148648648648,1.150150217680529,1,"(177.783, 194.486]"
FDD52,18.25,Regular,0.18329488,Dairy,111.657,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998,28,6.118191780821918,2.5907677628266943,0,"(102.133, 118.765]"
FDL39,16.1,Regular,0.06358934,Dairy,179.4318,OUT018,2009,Medium,Tier 3,Supermarket Type2,360.8636,16,11.144832298136645,0.8987987669455143,0,"(177.783, 194.486]"
FDV02,16.75,Low Fat,0.060792265,Dairy,170.4106,OUT018,2009,Medium,Tier 3,Supermarket Type2,513.3318,16,10.173767164179104,0.8592637197024682,1,"(159.433, 177.783]"
FDE11,17.7,Regular,0.16717269950000002,Starchy Foods,184.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,4257.1252,28,10.417649717514125,2.3628900091989165,0,"(177.783, 194.486]"
NCU54,8.88,Low Fat,0.098775709,Household,208.927,OUT049,1999,Medium,Tier 1,Supermarket Type1,7130.718,26,23.527815315315312,1.3961378660852424,1,"(194.486, 231.2]"
FDR43,18.2,Low Fat,0.270300331,Fruits and Vegetables,38.319,OUT010,1998,Unknown,Tier 3,Grocery Store,109.857,27,2.1054395604395606,3.8205397981448526,1,"(31.288999999999998, 52.796]"
FDD51,11.15,Low Fat,0.119852889,Dairy,44.9744,OUT013,1987,High,Tier 3,Supermarket Type1,498.0184,38,4.033578475336323,1.6940516892934823,1,"(31.288999999999998, 52.796]"
FDO60,20.0,Low Fat,0.034563936,Baking Goods,45.3086,OUT017,2007,Unknown,Tier 2,Supermarket Type1,490.6946,18,2.26543,0.48854136648664187,1,"(31.288999999999998, 52.796]"
NCS06,7.935,Low Fat,0.031710329,Household,263.091,OUT013,1987,High,Tier 3,Supermarket Type1,5522.811,38,33.15576559546314,0.4482072719206802,1,"(231.2, 266.888]"
FDX50,20.1,Low Fat,0.074778547,Dairy,110.7228,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1657.842,23,5.508597014925373,1.0569517758413154,1,"(102.133, 118.765]"
FDQ55,13.65,Regular,0.013035609,Fruits and Vegetables,114.7834,OUT035,2004,Small,Tier 2,Supermarket Type1,3455.502,21,8.409040293040293,0.18425083977257586,0,"(102.133, 118.765]"
FDL52,6.635,Regular,0.046277956,Frozen Foods,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,75.9012,16,5.538899773926149,0.6541123054518064,0,"(31.288999999999998, 52.796]"
FDK52,18.25,Low Fat,0.0793795,Frozen Foods,226.1062,OUT045,2002,Unknown,Tier 2,Supermarket Type1,6771.186,23,12.389380821917808,1.1219836016658054,1,"(194.486, 231.2]"
NCO02,11.15,Low Fat,0.073783159,Others,66.0142,OUT017,2007,Unknown,Tier 2,Supermarket Type1,988.713,18,5.9205560538116595,1.0428825386541962,1,"(52.796, 84.689]"
NCO30,19.5,Low Fat,0.01572192,Household,185.6608,OUT035,2004,Small,Tier 2,Supermarket Type1,918.804,21,9.521066666666666,0.22222030154764968,1,"(177.783, 194.486]"
FDA33,6.48,Low Fat,0.033952603,Snack Foods,148.2076,OUT049,1999,Medium,Tier 1,Supermarket Type1,3399.5748,26,22.871543209876545,0.4799005259527866,1,"(143.013, 159.433]"
FDB12,11.15,Regular,0.105220024,Baking Goods,102.7648,OUT013,1987,High,Tier 3,Supermarket Type1,1142.5128,38,9.216573991031389,1.487224554134033,0,"(102.133, 118.765]"
FDT40,5.985,Low Fat,0.095715608,Frozen Foods,125.8678,OUT013,1987,High,Tier 3,Supermarket Type1,3560.6984,38,21.030543024227235,1.3528850975311302,1,"(118.765, 143.013]"
NCO05,7.27,Low Fat,0.046822808,Health and Hygiene,99.3384,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2759.0752,18,13.664154057771665,0.6618134752668696,1,"(84.689, 102.133]"
FDR32,6.78,Regular,0.10183740299999999,Fruits and Vegetables,227.5694,OUT049,1999,Medium,Tier 1,Supermarket Type1,3653.9104,26,33.56480825958702,1.4394131507786276,0,"(194.486, 231.2]"
FDM04,9.195,Regular,0.04731256,Frozen Foods,50.7666,OUT018,2009,Medium,Tier 3,Supermarket Type2,512.666,16,5.52110929853181,0.6687358382558407,0,"(31.288999999999998, 52.796]"
DRL01,19.5,Regular,0.077108099,Soft Drinks,232.8958,OUT013,1987,High,Tier 3,Supermarket Type1,5608.6992,38,11.94337435897436,1.0898786542321819,0,"(231.2, 266.888]"
FDQ56,6.59,Low Fat,0.106027474,Fruits and Vegetables,83.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1426.1436,16,12.745189681335356,1.4986373957261954,1,"(52.796, 84.689]"
FDH08,7.51,Low Fat,0.01742908,Fruits and Vegetables,229.601,OUT046,1997,Small,Tier 1,Supermarket Type1,6201.927,28,30.572703062583223,0.2463500267968613,1,"(194.486, 231.2]"
NCQ06,13.384736495388669,Low Fat,0.073229342,Household,254.1014,OUT019,1985,Small,Tier 1,Grocery Store,255.0014,40,18.984415575722647,1.03505465371761,1,"(231.2, 266.888]"
FDG16,12.867061281337046,Low Fat,0.157257637,Frozen Foods,215.0192,OUT019,1985,Small,Tier 1,Grocery Store,1078.596,40,16.710824274372065,2.2227463003762153,1,"(194.486, 231.2]"
FDZ40,12.867061281337046,Low Fat,0.039988162,Frozen Foods,55.7298,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.6662,40,4.331198770369809,0.5652096829125365,1,"(52.796, 84.689]"
FDY51,12.5,Low Fat,0.081119484,Meat,220.0798,OUT035,2004,Small,Tier 2,Supermarket Type1,1322.2788,21,17.606384000000002,1.1465772752863355,1,"(194.486, 231.2]"
NCN41,17.0,Low Fat,0.052421981,Health and Hygiene,123.773,OUT018,2009,Medium,Tier 3,Supermarket Type2,1231.73,16,7.280764705882353,0.7409545669705202,1,"(118.765, 143.013]"
NCM17,13.14231395348837,Low Fat,0.070791391,Health and Hygiene,46.4086,OUT027,1985,Medium,Tier 3,Supermarket Type3,2007.387,40,3.5312350750593464,1.000595617774265,1,"(31.288999999999998, 52.796]"
FDP39,12.65,Low Fat,0.069817659,Meat,53.5324,OUT017,2007,Unknown,Tier 2,Supermarket Type1,830.9184,18,4.231810276679842,0.986832475698323,1,"(52.796, 84.689]"
FDZ08,12.5,Regular,0.109971578,Fruits and Vegetables,82.7592,OUT035,2004,Small,Tier 2,Supermarket Type1,577.9144,21,6.620736000000001,1.5543850385214322,0,"(52.796, 84.689]"
FDU03,18.7,Regular,0.091950972,Meat,184.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,1277.0044,16,9.851828877005348,1.2996741317497795,0,"(177.783, 194.486]"
FDZ49,11.0,Regular,0.133145617,Canned,218.4798,OUT046,1997,Small,Tier 1,Supermarket Type1,2203.798,28,19.861800000000002,1.8819367583277278,0,"(194.486, 231.2]"
NCX30,13.384736495388669,Low Fat,0.046609281,Household,248.6776,OUT019,1985,Small,Tier 1,Grocery Store,495.3552,40,18.579192805601725,0.6587953938665977,1,"(231.2, 266.888]"
FDV08,7.35,Low Fat,0.028652919,Fruits and Vegetables,40.5454,OUT045,2002,Unknown,Tier 2,Supermarket Type1,545.2902,23,5.516380952380953,0.4049925391046628,1,"(31.288999999999998, 52.796]"
FDB15,10.895,Low Fat,0.136696892,Dairy,264.5568,OUT013,1987,High,Tier 3,Supermarket Type1,5536.7928,38,24.282404772831576,1.9321319890233823,1,"(231.2, 266.888]"
FDY49,17.2,Regular,0.012002075,Canned,165.3184,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104,38,9.61153488372093,0.1696424308034583,0,"(159.433, 177.783]"
FDF24,15.5,Regular,0.025513973,Baking Goods,83.7934,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1474.0812,18,5.406025806451614,0.36062534179913086,0,"(52.796, 84.689]"
DRK47,7.905,Low Fat,0.064194304,Hard Drinks,229.4694,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2055.3246,23,29.028387096774193,0.9073495853255513,1,"(194.486, 231.2]"
DRD37,9.8,Low Fat,0.013920032,Soft Drinks,45.006,OUT017,2007,Unknown,Tier 2,Supermarket Type1,792.302,18,4.592448979591836,0.1967516504722663,1,"(31.288999999999998, 52.796]"
FDH40,11.6,Regular,0.079251097,Frozen Foods,79.2276,OUT018,2009,Medium,Tier 3,Supermarket Type2,649.8208,16,6.829965517241379,1.1201686990725075,0,"(52.796, 84.689]"
FDL12,12.277108208955223,Regular,0.121043709,Baking Goods,59.422,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.596,40,4.84006485799776,1.7108832454576766,0,"(52.796, 84.689]"
FDW11,11.346936274509805,Low Fat,0.048545853,Breads,60.1194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1114.5492,40,5.2982936138501575,0.6861677258596833,1,"(52.796, 84.689]"
NCE06,5.825,Low Fat,0.091467933,Household,159.7894,OUT035,2004,Small,Tier 2,Supermarket Type1,1294.3152,21,27.431656652360513,1.29284665315688,1,"(159.433, 177.783]"
FDF32,16.35,Low Fat,0.08339896233333333,Fruits and Vegetables,196.3426,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.1982,16,12.008721712538225,1.1787963911834183,1,"(194.486, 231.2]"
DRI47,14.7,Low Fat,0.020916223,Hard Drinks,141.8128,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.5664,21,9.647129251700681,0.2956387885384155,1,"(118.765, 143.013]"
DRA12,11.6,Low Fat,0.0479342655,Soft Drinks,141.9154,OUT035,2004,Small,Tier 2,Supermarket Type1,992.7078,21,12.234086206896553,0.677523288114626,1,"(118.765, 143.013]"
FDX45,16.75,Low Fat,0.104768536,Snack Foods,155.163,OUT013,1987,High,Tier 3,Supermarket Type1,2972.797,38,9.263462686567165,1.4808430307892286,1,"(143.013, 159.433]"
FDR35,12.5,Low Fat,0.020680499,Breads,197.2742,OUT013,1987,High,Tier 3,Supermarket Type1,2587.9646,38,15.781936,0.29230696530295713,1,"(194.486, 231.2]"
FDK03,12.6,Regular,0.123727659,Dairy,253.0356,OUT010,1998,Unknown,Tier 3,Grocery Store,254.3356,27,20.082190476190476,1.7488193358549573,0,"(231.2, 266.888]"
NCJ18,12.35,Low Fat,0.163805509,Household,117.6124,OUT013,1987,High,Tier 3,Supermarket Type1,3910.9092,38,9.52327125506073,2.315296707090879,1,"(102.133, 118.765]"
FDN48,13.35,Low Fat,0.065082452,Baking Goods,93.0804,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2113.2492,23,6.972314606741573,0.9199030467589477,1,"(84.689, 102.133]"
FDZ59,12.277108208955223,Regular,0.182128363,Baking Goods,165.65,OUT019,1985,Small,Tier 1,Grocery Store,665.8,40,13.492591022303676,2.5742797155970645,0,"(159.433, 177.783]"
FDB57,13.224769381746812,Regular,0.01871404,Fruits and Vegetables,223.4772,OUT027,1985,Medium,Tier 3,Supermarket Type3,7116.0704,40,16.898381631399133,0.2645121977452358,0,"(194.486, 231.2]"
DRP35,11.400327868852461,Low Fat,0.159096908,Hard Drinks,129.3336,OUT019,1985,Small,Tier 1,Grocery Store,127.8336,40,11.344726352420118,2.2487433386672033,1,"(118.765, 143.013]"
FDZ59,6.63,Regular,0.103935018,Baking Goods,166.85,OUT013,1987,High,Tier 3,Supermarket Type1,5326.4,38,25.165912518853695,1.4690617330021014,0,"(159.433, 177.783]"
FDU58,6.61,Regular,0.029129907,Snack Foods,188.4898,OUT018,2009,Medium,Tier 3,Supermarket Type2,4677.245,16,28.515854765506806,0.41173449029094356,0,"(177.783, 194.486]"
FDL09,19.6,Regular,0.128011859,Snack Foods,166.8816,OUT035,2004,Small,Tier 2,Supermarket Type1,1845.5976,21,8.514367346938775,1.8093740401080283,0,"(159.433, 177.783]"
FDY38,13.6,Regular,0.119850541,Dairy,234.53,OUT017,2007,Unknown,Tier 2,Supermarket Type1,6524.84,18,17.24485294117647,1.694018501663216,0,"(231.2, 266.888]"
FDI46,12.987879554655871,Low Fat,0.073985248,Snack Foods,252.5724,OUT027,1985,Medium,Tier 3,Supermarket Type3,3271.7412,40,19.446777200013248,1.0457389504995347,1,"(231.2, 266.888]"
FDL03,19.25,Regular,0.027233781,Meat,197.511,OUT017,2007,Unknown,Tier 2,Supermarket Type1,982.055,18,10.260311688311688,0.3849338392577148,0,"(194.486, 231.2]"
DRC25,11.847459893048129,Low Fat,0.079440262,Soft Drinks,86.7882,OUT019,1985,Small,Tier 1,Grocery Store,85.8882,40,7.325468985206333,1.1228424376071304,1,"(84.689, 102.133]"
FDU60,20.0,Regular,0.060022526,Baking Goods,168.7132,OUT045,2002,Unknown,Tier 2,Supermarket Type1,6426.3016,23,8.43566,0.8483839014173614,0,"(159.433, 177.783]"
FDP25,12.305705009276437,Low Fat,0.02110482,Canned,217.0824,OUT027,1985,Medium,Tier 3,Supermarket Type3,6769.8544,40,17.64079342356706,0.29830449871955,1,"(194.486, 231.2]"
FDO57,20.75,Low Fat,0.181958524,Snack Foods,161.0578,OUT010,1998,Unknown,Tier 3,Grocery Store,481.3734,27,7.761821686746988,2.571879138963005,1,"(159.433, 177.783]"
FDQ09,7.235,Low Fat,0.058222587,Snack Foods,114.8834,OUT049,1999,Medium,Tier 1,Supermarket Type1,3340.3186,26,15.878838977194194,0.8229427983366069,1,"(102.133, 118.765]"
NCY05,13.14231395348837,Low Fat,0.054723717,Health and Hygiene,36.6874,OUT027,1985,Medium,Tier 3,Supermarket Type3,1058.622,40,2.7915479823294014,0.773488282191249,1,"(31.288999999999998, 52.796]"
FDA20,6.78,Low Fat,0.066724663,Fruits and Vegetables,187.724,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491.392,26,27.687905604719763,0.9431147552287064,1,"(177.783, 194.486]"
FDF16,7.3,Low Fat,0.144167934,Frozen Foods,146.3076,OUT010,1998,Unknown,Tier 3,Grocery Store,886.8456,27,20.042136986301372,2.037730873009254,1,"(143.013, 159.433]"
NCG07,12.3,Low Fat,0.052458358,Household,188.753,OUT013,1987,High,Tier 3,Supermarket Type1,3795.06,38,15.345772357723575,0.7414687349544178,1,"(177.783, 194.486]"
FDR46,16.85,Low Fat,0.139985583,Snack Foods,145.276,OUT018,2009,Medium,Tier 3,Supermarket Type2,2490.092,16,8.621721068249258,1.9786157458238904,1,"(143.013, 159.433]"
FDP22,14.65,Regular,0.099286298,Snack Foods,49.8666,OUT049,1999,Medium,Tier 1,Supermarket Type1,563.9326,26,3.4038634812286688,1.4033547480911877,0,"(31.288999999999998, 52.796]"
FDL45,15.6,Low Fat,0.037680711,Snack Foods,123.7704,OUT035,2004,Small,Tier 2,Supermarket Type1,3129.26,21,7.934,0.5325951894520414,1,"(118.765, 143.013]"
NCF42,17.35,Low Fat,0.168064909,Household,176.2712,OUT018,2009,Medium,Tier 3,Supermarket Type2,1230.3984,16,10.15972334293948,2.3755008776000834,1,"(159.433, 177.783]"
FDD04,16.0,Low Fat,0.090111173,Dairy,141.3154,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542,26,8.8322125,1.2736696304823092,1,"(118.765, 143.013]"
FDC45,17.0,Low Fat,0.136286138,Fruits and Vegetables,170.9106,OUT018,2009,Medium,Tier 3,Supermarket Type2,1197.7742,16,10.053564705882351,1.9263262173528803,1,"(159.433, 177.783]"
FDI40,11.5,Regular,0.125857678,Frozen Foods,100.5358,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2111.2518,23,8.74224347826087,1.778925929991184,0,"(84.689, 102.133]"
FDQ11,5.695,Regular,0.067700925,Breads,256.5988,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.9904,28,45.05685689201053,0.9569136574002929,0,"(231.2, 266.888]"
DRM48,15.2,Low Fat,0.112896669,Soft Drinks,36.0848,OUT046,1997,Small,Tier 1,Supermarket Type1,1193.1136,28,2.374,1.5957295183352411,1,"(31.288999999999998, 52.796]"
FDS12,9.1,Low Fat,0.173973652,Baking Goods,126.5362,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068,38,13.905076923076923,2.4590175632992577,1,"(118.765, 143.013]"
FDR46,16.85,Low Fat,0.16780095314285712,Snack Foods,146.076,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2636.568,18,8.66919881305638,2.3717700132928257,1,"(143.013, 159.433]"
NCO02,11.15,Low Fat,0.073516952,Others,65.9142,OUT045,2002,Unknown,Tier 2,Supermarket Type1,790.9704,23,5.911587443946187,1.0391198557367094,1,"(52.796, 84.689]"
FDQ52,17.0,Low Fat,0.119285634,Frozen Foods,247.4434,OUT013,1987,High,Tier 3,Supermarket Type1,2980.1208,38,14.555494117647058,1.6860338659516505,1,"(231.2, 266.888]"
FDY28,7.47,Regular,0.153011599,Frozen Foods,215.2218,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3419.5488,18,28.8114859437751,2.1627309940559454,0,"(194.486, 231.2]"
FDE32,20.7,Low Fat,0.04875891,Fruits and Vegetables,37.3506,OUT046,1997,Small,Tier 1,Supermarket Type1,834.9132,28,1.804376811594203,0.6891791640801321,1,"(31.288999999999998, 52.796]"
FDJ58,15.6,Regular,0.105276162,Snack Foods,173.2764,OUT035,2004,Small,Tier 2,Supermarket Type1,3779.0808,21,11.10746153846154,1.4880180324934371,0,"(159.433, 177.783]"
FDJ27,17.7,Regular,0.122123201,Meat,100.7674,OUT045,2002,Unknown,Tier 2,Supermarket Type1,814.9392,23,5.693073446327683,1.7261412443381108,0,"(84.689, 102.133]"
NCM18,13.0,Low Fat,0.082970667,Household,60.0194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1114.5492,26,4.616876923076923,1.1727426828497807,1,"(52.796, 84.689]"
FDA02,14.0,Regular,0.029782937,Dairy,146.3786,OUT045,2002,Unknown,Tier 2,Supermarket Type1,866.8716,23,10.455614285714287,0.42096469395052594,0,"(143.013, 159.433]"
FDT26,18.85,Regular,0.067953506,Dairy,119.044,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88,28,6.315331564986737,0.9604837446406049,0,"(118.765, 143.013]"
DRD60,15.7,Low Fat,0.03722507,Soft Drinks,182.4634,OUT035,2004,Small,Tier 2,Supermarket Type1,1999.3974,21,11.621872611464969,0.5261549658395646,1,"(177.783, 194.486]"
NCR18,15.85,Low Fat,0.020487625,Household,44.0112,OUT046,1997,Small,Tier 1,Supermarket Type1,468.7232,28,2.7767318611987384,0.28958080218543064,1,"(31.288999999999998, 52.796]"
FDO27,6.175,Regular,0.179077475,Meat,94.3752,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528,28,15.283433198380568,2.5311571675019144,0,"(84.689, 102.133]"
FDP25,12.305705009276437,Low Fat,0.037131628,Canned,216.4824,OUT019,1985,Small,Tier 1,Grocery Store,218.3824,40,17.59203555073103,0.5248342168841434,1,"(194.486, 231.2]"
FDQ51,16.0,Regular,0.017547958,Meat,48.3718,OUT035,2004,Small,Tier 2,Supermarket Type1,614.5334,21,3.0232375,0.24803029899054893,0,"(31.288999999999998, 52.796]"
NCH07,13.15,Low Fat,0.093191195,Household,158.1604,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1426.1436,18,12.027406844106464,1.3172039709199528,1,"(143.013, 159.433]"
FDP44,16.5,Regular,0.079875237,Fruits and Vegetables,102.7332,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1537.998,23,6.2262545454545455,1.1289905591893346,0,"(102.133, 118.765]"
NCP55,14.65,Low Fat,0.01125332,Others,57.0614,OUT017,2007,Unknown,Tier 2,Supermarket Type1,939.4438,18,3.894976109215017,0.15905920929582373,1,"(52.796, 84.689]"
FDO09,13.5,Regular,0.125170423,Snack Foods,261.491,OUT013,1987,High,Tier 3,Supermarket Type1,3418.883,38,19.369703703703703,1.7692119756306395,0,"(231.2, 266.888]"
FDP38,10.1,Low Fat,0.032152004,Canned,50.6008,OUT049,1999,Medium,Tier 1,Supermarket Type1,404.8064,26,5.009980198019802,0.45445009415142923,1,"(31.288999999999998, 52.796]"
FDI48,11.85,Regular,0.056033565,Baking Goods,51.4666,OUT017,2007,Unknown,Tier 2,Supermarket Type1,974.0654,18,4.3431729957805905,0.7920022307129045,0,"(31.288999999999998, 52.796]"
FDS58,9.285,Regular,0.021049215,Snack Foods,161.0578,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2406.867,23,17.346020463112545,0.29751855400875404,0,"(159.433, 177.783]"
FDJ55,12.8,Regular,0.023526504,Meat,223.5404,OUT035,2004,Small,Tier 2,Supermarket Type1,5626.01,21,17.46409375,0.3325336099688833,0,"(194.486, 231.2]"
NCF06,6.235,Low Fat,0.020229757,Household,260.8962,OUT049,1999,Medium,Tier 1,Supermarket Type1,5956.9126,26,41.84381716118685,0.28593598623931915,1,"(231.2, 266.888]"
FDF41,12.15,Low Fat,0.131445848,Frozen Foods,246.846,OUT045,2002,Unknown,Tier 2,Supermarket Type1,6404.996,23,20.316543209876542,1.8579115006148437,1,"(231.2, 266.888]"
NCL05,13.14231395348837,Low Fat,0.083862625,Health and Hygiene,44.077,OUT019,1985,Small,Tier 1,Grocery Store,216.385,40,3.3538233948748895,1.1853499964430212,1,"(31.288999999999998, 52.796]"
FDT24,12.35,Regular,0.18614827,Baking Goods,78.2328,OUT049,1999,Medium,Tier 1,Supermarket Type1,1158.492,26,6.33463967611336,2.631098790222397,0,"(52.796, 84.689]"
FDK08,9.195,Regular,0.204713036,Fruits and Vegetables,101.0016,OUT010,1998,Unknown,Tier 3,Grocery Store,202.4032,27,10.984404567699837,2.8935010857869052,0,"(84.689, 102.133]"
FDU55,16.2,Low Fat,0.036057562,Fruits and Vegetables,260.3278,OUT018,2009,Medium,Tier 3,Supermarket Type2,2342.9502,16,16.06961728395062,0.5096529113946053,1,"(231.2, 266.888]"
NCY18,7.285,Low Fat,0.031327839,Household,174.6054,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2976.7918,18,23.967796842827727,0.44280099564278536,1,"(159.433, 177.783]"
FDS11,7.05,Regular,0.055558509,Breads,224.7088,OUT046,1997,Small,Tier 1,Supermarket Type1,3131.9232,28,31.87358865248227,0.7852875872360251,0,"(194.486, 231.2]"
FDC28,12.867061281337046,Low Fat,0.05493533166666667,Frozen Foods,109.9254,OUT019,1985,Small,Tier 1,Grocery Store,108.5254,40,8.543162855642931,0.7764793338591479,1,"(102.133, 118.765]"
FDR59,14.5,Regular,0.063863551,Breads,262.3594,OUT046,1997,Small,Tier 1,Supermarket Type1,4448.2098,28,18.09375172413793,0.9026745818019494,0,"(231.2, 266.888]"
DRE15,13.35,Low Fat,0.021129629,Dairy,75.7012,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1442.1228,18,5.670501872659176,0.2986551596732437,1,"(52.796, 84.689]"
FDP19,11.5,Low Fat,0.20282439775,Fruits and Vegetables,128.4652,OUT049,1999,Medium,Tier 1,Supermarket Type1,2841.6344,26,11.17088695652174,2.866806269795638,1,"(118.765, 143.013]"
DRN47,12.1,Low Fat,0.016852909,Hard Drinks,180.666,OUT049,1999,Medium,Tier 1,Supermarket Type1,2876.256,26,14.93107438016529,0.23820618092033918,1,"(177.783, 194.486]"
FDJ34,11.8,Regular,0.094037241,Snack Foods,124.5704,OUT018,2009,Medium,Tier 3,Supermarket Type2,1001.3632,16,10.556813559322034,1.3291623447854335,0,"(118.765, 143.013]"
FDX21,7.05,Low Fat,0.085312137,Snack Foods,107.4912,OUT018,2009,Medium,Tier 3,Supermarket Type2,982.7208,16,15.246978723404256,1.2058380153196555,1,"(102.133, 118.765]"
FDI57,12.552843137254904,Low Fat,0.053764023,Seafood,195.7768,OUT027,1985,Medium,Tier 3,Supermarket Type3,3547.3824,40,15.596211779223516,0.759923559175646,1,"(194.486, 231.2]"
NCI42,18.75,Low Fat,0.010365546,Household,207.0954,OUT046,1997,Small,Tier 1,Supermarket Type1,3125.931,28,11.045088,0.14651103413743574,1,"(194.486, 231.2]"
FDL03,19.25,Regular,0.027135522,Meat,196.311,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3142.576,23,10.197974025974027,0.3835450047763175,0,"(194.486, 231.2]"
FDX37,16.2,Low Fat,0.07155058439999999,Canned,100.57,OUT013,1987,High,Tier 3,Supermarket Type1,1398.18,38,6.208024691358024,1.0113263800654473,1,"(84.689, 102.133]"
FDW57,8.31,Regular,0.116148596,Snack Foods,176.0028,OUT018,2009,Medium,Tier 3,Supermarket Type2,4427.57,16,21.179638989169675,1.641693637129316,0,"(159.433, 177.783]"
FDX14,13.1,Low Fat,0.075363922,Dairy,73.8354,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1956.1204,18,5.636290076335879,1.0652257149669728,1,"(52.796, 84.689]"
FDD09,13.5,Low Fat,0.021496403,Fruits and Vegetables,180.5976,OUT046,1997,Small,Tier 1,Supermarket Type1,3078.6592,28,13.3776,0.30383929932538783,1,"(177.783, 194.486]"
FDM09,11.15,Regular,0.085931544,Snack Foods,169.679,OUT046,1997,Small,Tier 1,Supermarket Type1,1018.674,28,15.217847533632286,1.21459297720222,0,"(159.433, 177.783]"
NCW54,7.5,Low Fat,0.096806008,Household,56.2588,OUT018,2009,Medium,Tier 3,Supermarket Type2,687.1056,16,7.501173333333333,1.3682972747211655,1,"(52.796, 84.689]"
DRL11,11.400327868852461,Low Fat,0.04778563,Hard Drinks,156.5946,OUT027,1985,Medium,Tier 3,Supermarket Type3,3787.0704,40,13.735973368611774,0.6754224107643605,1,"(143.013, 159.433]"
FDJ58,15.6,Regular,0.105725004,Snack Foods,169.9764,OUT018,2009,Medium,Tier 3,Supermarket Type2,2748.4224,16,10.895923076923077,1.4943621561492786,0,"(159.433, 177.783]"
FDX21,12.987879554655871,Low Fat,0.148764535,Snack Foods,111.1912,OUT019,1985,Small,Tier 1,Grocery Store,109.1912,40,8.561151151123848,2.1027011858154654,1,"(102.133, 118.765]"
FDA20,6.78,Low Fat,0.066997921,Fruits and Vegetables,186.524,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2609.936,18,27.510914454277284,0.9469770999779678,1,"(177.783, 194.486]"
